data_type,z,D_ratio,bin,ell,cl_ratio_val
growth,0.5440900562851783,1.134888159226683,,,
growth,0.5459662288930581,1.1353728462988633,,,
growth,0.5478424015009381,1.1358573528003737,,,
growth,0.549718574108818,1.1363421662962883,,,
growth,0.551594746716698,1.1368270114393617,,,
growth,0.5534709193245778,1.1373117430057258,,,
growth,0.5553470919324578,1.1377967888156948,,,
growth,0.5572232645403377,1.138281792655108,,,
growth,0.5590994371482176,1.1387667647220854,,,
growth,0.5609756097560976,1.139252058259603,,,
growth,0.5628517823639775,1.139737221356541,,,
growth,0.5647279549718575,1.140222443458536,,,
growth,0.5666041275797373,1.1407079878703235,,,
growth,0.5684803001876173,1.1411932735964883,,,
growth,0.5703564727954972,1.1416787123221335,,,
growth,0.5722326454033771,1.1421644684001389,,,
growth,0.574108818011257,1.142649831780734,,,
growth,0.575984990619137,1.1431354774086389,,,
growth,0.5778611632270169,1.143621347959436,,,
growth,0.5797373358348968,1.1441068871895017,,,
growth,0.5816135084427767,1.1445927549634394,,,
growth,0.5834896810506567,1.1450787018617892,,,
growth,0.5853658536585366,1.1455644717784652,,,
growth,0.5872420262664165,1.1460505776012502,,,
growth,0.5891181988742964,1.1465366015679936,,,
growth,0.5909943714821764,1.1470226180219962,,,
growth,0.5928705440900562,1.147508977721984,,,
growth,0.5947467166979362,1.1479950794120313,,,
growth,0.5966228893058161,1.1484813556931093,,,
growth,0.5984990619136961,1.1489679587754604,,,
growth,0.600375234521576,1.1494541371553202,,,
growth,0.6022514071294559,1.149940655815525,,,
growth,0.6041275797373359,1.1504272821399166,,,
growth,0.6060037523452158,1.150913677278658,,,
growth,0.6078799249530957,1.151400417471167,,,
growth,0.6097560975609756,1.1518870402044543,,,
growth,0.6116322701688556,1.1523736623092802,,,
growth,0.6135084427767354,1.1528606369399994,,,
growth,0.6153846153846154,1.1533472569922523,,,
growth,0.6172607879924953,1.1538341223580673,,,
growth,0.6191369606003753,1.154321205651978,,,
growth,0.6210131332082551,1.1548079659130868,,,
growth,0.6228893058161351,1.1552950907580724,,,
growth,0.624765478424015,1.155782171680755,,,
growth,0.626641651031895,1.1562692001565238,,,
growth,0.6285178236397748,1.1567566003496703,,,
growth,0.6303939962476548,1.157243676962531,,,
growth,0.6322701688555347,1.157730979422843,,,
growth,0.6341463414634146,1.158218502698646,,,
growth,0.6360225140712945,1.1587056847898312,,,
growth,0.6378986866791745,1.1591932360358104,,,
growth,0.6397748592870544,1.1596806852455075,,,
growth,0.6416510318949343,1.1601681063387612,,,
growth,0.6435272045028143,1.1606559033246582,,,
growth,0.6454033771106942,1.161143272221641,,,
growth,0.6472795497185742,1.161630948156461,,,
growth,0.649155722326454,1.162118737888845,,,
growth,0.651031894934334,1.1626062970989655,,,
growth,0.6529080675422139,1.163094244435163,,,
growth,0.6547842401500938,1.163581954299497,,,
growth,0.6566604127579737,1.1640697939227649,,,
growth,0.6585365853658537,1.1645579238701589,,,
growth,0.6604127579737336,1.1650456600503623,,,
growth,0.6622889305816135,1.1655337955956162,,,
growth,0.6641651031894934,1.1660218427819886,,,
growth,0.6660412757973734,1.1665098710777781,,,
growth,0.6679174484052532,1.1669983010667688,,,
growth,0.6697936210131332,1.167486221208622,,,
growth,0.6716697936210131,1.1679745194394997,,,
growth,0.6735459662288931,1.1684628193759068,,,
growth,0.6754221388367729,1.16895098390351,,,
growth,0.6772983114446529,1.1694395545353893,,,
growth,0.6791744840525328,1.1699276987369391,,,
growth,0.6810506566604128,1.1704161449856187,,,
growth,0.6829268292682927,1.1709046681823543,,,
growth,0.6848030018761726,1.1713929945083459,,,
growth,0.6866791744840526,1.1718817392759555,,,
growth,0.6885553470919324,1.1723701072881356,,,
growth,0.6904315196998124,1.1728587413618874,,,
growth,0.6923076923076923,1.173347487473854,,,
growth,0.6941838649155723,1.1738360152567442,,,
growth,0.6960600375234521,1.1743249730996017,,,
growth,0.6979362101313321,1.1748135587322177,,,
growth,0.699812382739212,1.175302405206057,,,
growth,0.701688555347092,1.1757913471863162,,,
growth,0.7035647279549718,1.17628006328061,,,
growth,0.7054409005628518,1.176769210931422,,,
growth,0.7073170731707317,1.1772579270058554,,,
growth,0.7091932457786116,1.1777469414923702,,,
growth,0.7110694183864915,1.1782359960876505,,,
growth,0.7129455909943715,1.178724882029048,,,
growth,0.7148217636022514,1.1792142111039272,,,
growth,0.7166979362101313,1.179703036819551,,,
growth,0.7185741088180112,1.1801922468249137,,,
growth,0.7204502814258912,1.180681410105831,,,
growth,0.7223264540337712,1.181170505601897,,,
growth,0.724202626641651,1.1816600060936437,,,
growth,0.726078799249531,1.1821489916180516,,,
growth,0.7279549718574109,1.1826384372933716,,,
growth,0.7298311444652908,1.1831277080455014,,,
growth,0.7317073170731707,1.183617046504913,,,
growth,0.7335834896810507,1.1841066426782823,,,
growth,0.7354596622889306,1.1845958561589907,,,
growth,0.7373358348968105,1.1850855327613317,,,
growth,0.7392120075046904,1.1855748357858606,,,
growth,0.7410881801125704,1.1860643786531346,,,
growth,0.7429643527204502,1.1865539802199863,,,
