logM200,log10c_ref,c_ref,inside_support_effective_R1,ratio_bpb_effective_R1,delta_bpb_effective_R1,inside_support_effective_R2pi,ratio_bpb_effective_R2pi,delta_bpb_effective_R2pi
11.532887029288702,0.9592644203975117,9.104674424380969,1,0.8660474742501952,-0.13395252574980476,1,0.999999998595166,-1.4048340268857373e-09
11.54786610878661,0.9588733600221525,9.096479812172685,1,0.8767584087846937,-0.12324159121530631,1,0.9999999983417777,-1.6582223372196836e-09
11.562845188284518,0.9584266462876081,9.087128016348803,1,0.8836226931544715,-0.1163773068455285,1,0.9999999980883894,-1.91161064755363e-09
11.577824267782427,0.9579242791938781,9.076622621988317,1,0.8901620469276051,-0.10983795307239486,1,0.9999999973585096,-2.6414903597782313e-09
11.592803347280334,0.9573662587409628,9.06496765346904,1,0.8967014007007379,-0.1032985992992621,1,0.9999999964736003,-3.5263997277823478e-09
11.607782426778243,0.956752584928862,9.052167571898284,1,0.9032407544738714,-0.09675924552612858,1,0.9999999955886909,-4.411309095786464e-09
11.62276150627615,0.9560832577575759,9.03822727226711,1,0.9097801082470043,-0.09021989175299572,1,0.9999999947037815,-5.296218463790581e-09
11.637740585774058,0.9553582772271041,9.023152080330558,1,0.916319462020137,-0.08368053797986297,1,0.9999999938188722,-6.181127831794697e-09
11.652719665271967,0.954577643337447,9.006947749216804,1,0.9228588157932706,-0.07714118420672944,1,0.9999999929339628,-7.066037199798814e-09
11.667698744769874,0.9537413560886044,8.989620455768096,1,0.9278334255388893,-0.07216657446111074,1,0.9999999920490534,-7.95094656780293e-09
11.682677824267781,0.9528494154805764,8.971176796616842,1,0.932165389041015,-0.06783461095898502,1,0.9999999914887443,-8.511255700227593e-09
11.69765690376569,0.9519018215133629,8.951623784000304,1,0.9364973525431413,-0.06350264745685874,1,0.9999999912035343,-8.796465666982556e-09
11.712635983263597,0.9508985741869641,8.930968841317618,1,0.9408293160452671,-0.059170683954732906,1,0.9999999909183245,-9.081675522715216e-09
11.727615062761506,0.9498396735013797,8.909219798433039,1,0.9451612795473934,-0.054838720452606626,1,0.9999999906331145,-9.366885489470178e-09
11.742594142259414,0.94872511945661,8.886384886729685,1,0.9494932430495192,-0.05050675695048079,1,0.9999999903479045,-9.65209545622514e-09
11.757573221757323,0.9475549120526547,8.862472733917993,1,0.9538252065516455,-0.04617479344835451,1,0.9999999900626947,-9.9373053119578e-09
11.77255230125523,0.9463290512895141,8.83749235860362,1,0.9575444165809937,-0.04245558341900635,1,0.9999999897774847,-1.0222515278712763e-08
11.787531380753137,0.945047537167188,8.811453164619486,1,0.9606400517638074,-0.0393599482361926,1,0.9999999899055113,-1.0094488689382786e-08
11.802510460251046,0.9437103696856765,8.784364935126966,1,0.9637356869466214,-0.03626431305337863,1,0.9999999908800575,-9.11994246788339e-09
11.817489539748953,0.9423175488449795,8.756237826491434,1,0.9668313221294351,-0.03316867787056488,1,0.9999999918546039,-8.145396135361693e-09
11.832468619246862,0.9408690746450971,8.727082361937487,1,0.9699269573122491,-0.030073042687750906,1,0.9999999928291501,-7.170849913862298e-09
11.84744769874477,0.9393649470860292,8.696909424989437,1,0.9730225924950628,-0.026977407504937156,1,0.9999999938036964,-6.196303581340601e-09
11.862426778242678,0.9378051661677759,8.66573025270275,1,0.9761182276778768,-0.023881772322123185,1,0.9999999947782426,-5.221757359841206e-09
11.877405857740586,0.9361897318903373,8.633556428692364,1,0.9789918851300808,-0.02100811486991916,1,0.9999999957527889,-4.247211138341811e-09
11.892384937238493,0.9345186442537131,8.600399875963904,1,0.9813014276241708,-0.01869857237582917,1,0.999999988944685,-1.1055314996788468e-08
11.907364016736402,0.9327919032579034,8.56627284955403,1,0.9836109701182612,-0.016389029881738848,1,0.9999999221181236,-7.788187639246047e-08
11.922343096234309,0.9310095089029083,8.531187928986272,1,0.9859205126123511,-0.014079487387648859,1,0.9999998552915621,-1.4470843789915477e-07
11.937322175732216,0.9291714611887281,8.495158010548796,1,0.9882300551064411,-0.01176994489355887,1,0.9999997884650007,-2.1153499929482678e-07
11.952301255230125,0.9272777601153619,8.458196299400807,1,0.9905395976005315,-0.009460402399468548,1,0.9999997216384393,-2.783615606904988e-07
11.967280334728033,0.9253284056828107,8.420316301514355,1,0.9928491400946216,-0.007150859905378448,1,0.9999996548118779,-3.451881220861708e-07
11.982259414225942,0.9233233978910738,8.381531815458265,1,0.9951147484801854,-0.00488525151981456,1,0.9999995879853164,-4.120146835928651e-07
11.997238493723849,0.9212627367401516,8.341856924031436,1,0.9967888416263438,-0.0032111583736561533,1,0.999999521158755,-4.788412449885371e-07
12.012217573221758,0.9191464222300437,8.301305985752345,1,0.9984629347725025,-0.001537065227497525,1,0.9999989221806692,-1.0778193307858785e-06
12.027196652719665,0.9169744543607508,8.259893626212149,1,1.0001370279186608,0.00013702791866077035,1,0.9999982650872765,-1.7349127234833617e-06
12.042175732217572,0.9147468331322722,8.217634729298503,1,1.0018111210648193,0.0018111210648192877,1,0.9999976079938839,-2.3920061160698225e-06
12.057154811715481,0.9124635585446081,8.174544428297583,1,1.0034852142109778,0.003485214210977805,1,0.9999969509004913,-3.0490995086562833e-06
12.072133891213388,0.9101246305977587,8.13063809688167,1,1.005159307357136,0.0051593073571361,1,0.9999962938070988,-3.706192901242744e-06
12.087112970711296,0.907730049291724,8.085931339989786,1,1.0068334005032946,0.006833400503294618,1,0.9999956367137062,-4.363286293829205e-06
12.102092050209205,0.9052798146265034,8.040439984608978,1,1.0080306616648014,0.008030661664801375,1,0.9999949796203135,-5.020379686526688e-06
12.117071129707114,0.9027739266020975,7.994180070463855,1,1.0091476405298418,0.00914764052984185,1,0.9999923374444618,-7.662555538190396e-06
12.13205020920502,0.9002123852185063,7.947167840621942,1,1.010264619394882,0.010264619394882102,1,0.9999887963208206,-1.1203679179394577e-05
12.147029288702928,0.8975951904757299,7.899419732022629,1,1.0113815982599224,0.011381598259922354,1,0.9999852551971795,-1.4744802820487735e-05
12.162008368200837,0.8949223423737676,7.850952365937329,1,1.0124985771249628,0.012498577124962829,1,0.9999817140735383,-1.8285926461691915e-05
12.176987447698744,0.8921938409126202,7.801782538368664,1,1.013615555990003,0.013615555990003081,1,0.9999781729498971,-2.1827050102896095e-05
12.191966527196652,0.8894096860922873,7.751927210396243,1,1.0147325348550433,0.014732534855043333,1,0.9999746318262559,-2.5368173744100275e-05
12.20694560669456,0.8865698779127688,7.701403498476945,1,1.0156135965653805,0.015613596565380528,1,0.9999710907026148,-2.8909297385193433e-05
12.221924686192468,0.883674416374065,7.650228664707305,1,1.0163634770216692,0.01636347702166918,1,0.9999626470832229,-3.7352916777089185e-05
12.236903765690377,0.8807233014761755,7.598420107055702,1,1.0171133574779578,0.017113357477957836,1,0.9999487861992591,-5.121380074091242e-05
12.251882845188284,0.8777165332191008,7.5459953495721415,1,1.0178632379342465,0.01786323793424649,1,0.9999349253152953,-6.507468470473565e-05
12.266861924686193,0.8746541116028405,7.492972032583129,1,1.0186131183905351,0.018613118390535144,1,0.9999210644313314,-7.893556866855889e-05
12.2818410041841,0.871536036627395,7.4393679028793995,1,1.0193629988468236,0.019362998846823576,1,0.9999072035473676,-9.279645263238212e-05
